1	0-15	manual:asthma
2	0-35	uaz:CL:0000451,uaz:CL:0000097,uaz:CL:0000767
3	0-24	uaz:CL:0000451,uaz:CL:0000097,uaz:CL:0000767
4	0-34	manual:asthma
10	0-19	manual:asthma
11	0-22	taxonomy:9606
14	0-16	uaz:CL:0000097,go:GO:0009986,uaz:CL:0000235,uaz:CL:0000771,uaz:CL:0000451,taxonomy:9606,uaz:CL:0000767,uaz:CL:0000453
15	0-29	uaz:CL:0000097,go:GO:0009986,uaz:CL:0000235,uaz:CL:0000771,uaz:CL:0000451,taxonomy:9606,uaz:CL:0000767,uaz:CL:0000453
16	0-34	manual:asthma,uaz:CL:0000097,uaz:CL:0000767
17	0-33	uaz:CL:0000451,manual:asthma,uaz:CL:0000546
18	0-23	uaz:CL:0000236,uaz:CL:0000763
20	0-20	manual:asthma
21	0-20	tissuelist:TS-0923,uaz:CL:0000451,uaz:CL:0000097,uaz:CL:0000767,go:GO:0009986
22	0-29	tissuelist:TS-0603,tissuelist:TS-0073
24	4-26	taxonomy:9606
27	0-1	uaz:CL:0000097,go:GO:0009986,uaz:CL:0000235,uaz:CL:0000771,uaz:CL:0000451,taxonomy:9606,uaz:CL:0000767,uaz:CL:0000453
29	0-7	uaz:CL:0000097
30	0-22	uaz:CL:0000097
31	0-12	uaz:CL:0000097
32	0-15	taxonomy:9606,go:GO:0009986
34	0-18	taxonomy:9606,uaz:CL:0000097,go:GO:0009986
35	0-25	taxonomy:9606,uaz:CL:0000097,go:GO:0009986
36	0-39	taxonomy:9606,uaz:CL:0000097,go:GO:0009986
38	0-29	taxonomy:9606,uaz:CL:0000097
39	0-36	taxonomy:9606,uaz:CL:0000097
41	0-30	taxonomy:9606,uaz:CL:0000097
42	0-36	taxonomy:9606,uaz:CL:0000097
43	4-23	taxonomy:9606,uaz:CL:0000097
45	0-40	taxonomy:9606,uaz:CL:0000097
48	0-12	uaz:CL:0000097
49	0-25	uaz:CL:0000097
51	0-41	tissuelist:TS-0603
52	0-36	uaz:CL:0000097
53	0-33	tissuelist:TS-0603,taxonomy:10090
54	0-31	tissuelist:TS-0603,taxonomy:10090
55	0-30	tissuelist:TS-0923,uaz:CL:0000097,tissuelist:TS-0603,taxonomy:10090
56	0-33	tissuelist:TS-0603,taxonomy:10090
57	0-47	tissuelist:TS-0603,taxonomy:10090
58	0-14	tissuelist:TS-0603
59	0-28	uaz:CL:0000097
60	0-31	uaz:CL:0000097
61	8-17	uaz:CL:0000097
62	0-12	uaz:CL:0000097
63	0-18	uaz:CL:0000097
64	0-42	taxonomy:9606
65	0-29	taxonomy:10090
66	0-20	uaz:CL:0000097,taxonomy:10090
67	0-21	uaz:CL:0000097
68	0-13	uaz:CL:0000097
69	0-24	uaz:CL:0000097
70	0-13	tissuelist:TS-0603
73	0-11	tissuelist:TS-0603
74	0-59	tissuelist:TS-0603
75	0-28	tissuelist:TS-0603
77	0-31	tissuelist:TS-0603
78	0-12	tissuelist:TS-0603
79	0-11	tissuelist:TS-0603
80	0-21	tissuelist:TS-0603
81	0-40	tissuelist:TS-0603
83	0-21	tissuelist:TS-0603
84	0-50	tissuelist:TS-0603
89	10-23	uaz:CL:0000738
90	0-10	uaz:CL:0000097
91	0-33	tissuelist:TS-0603
92	3-9	tissuelist:TS-0603
93	0-5	tissuelist:TS-0603
94	2-24	tissuelist:TS-0603
95	0-20	uaz:CL:0000097,taxonomy:10090
96	3-41	uniprot:SL-0039,tissuelist:TS-0603,taxonomy:10090
97	0-29	
98	0-30	uaz:CL:0000097
99	0-9	uaz:CL:0000097
100	0-16	uaz:CL:0000097
101	7-20	uaz:CL:0000097,taxonomy:10090
102	0-16	uaz:CL:0000097
103	0-8	uaz:CL:0000097
104	7-19	tissuelist:TS-0603
105	8-26	tissuelist:TS-0603
106	0-38	uaz:CL:0000097
107	5-31	uaz:CL:0000097
108	0-21	
110	0-16	uaz:CL:0000097
111	12-39	uaz:CL:0000097
112	0-17	uaz:CL:0000097
113	0-16	uaz:CL:0000097,go:GO:0005783
114	0-11	uaz:CL:0000097
115	0-30	uaz:CL:0000097
117	0-33	go:GO:0005783
118	0-15	go:GO:0016020
119	0-21	taxonomy:9606
120	0-40	uaz:CL:0000097
121	0-40	uaz:CL:0000097
124	0-37	uaz:CL:0000097
125	0-21	uaz:CL:0000097
126	0-23	uaz:CL:0000097
127	0-24	uaz:CL:0000097
128	0-32	uaz:CL:0000097
129	4-19	uaz:CL:0000097
130	6-65	uaz:CL:0000097
131	0-38	uaz:CL:0000097,go:GO:0009986
132	0-50	uaz:CL:0000097
133	3-8	uaz:CL:0000097
134	0-35	uaz:CL:0000097
135	0-22	uaz:CL:0000097
136	0-25	uaz:CL:0000097
137	0-18	uaz:CL:0000097,go:GO:0009986
139	0-66	manual:asthma
140	0-26	tissuelist:TS-0603
141	10-36	manual:asthma,taxonomy:9606
146	0-26	go:GO:0009986
147	0-57	taxonomy:9606
