0	0-16	manual:N1E-115-cells
1	0-15	manual:N1E-115-cells
3	1-19	tissuelist:TS-0095
4	0-42	tissuelist:TS-0095
5	0-28	manual:Swiss-3T3-cells
6	3-9	manual:N1E-115-cells
7	0-21	manual:N1E-115-cells
8	8-15	manual:N1E-115-cells,manual:Swiss-3T3-cells
9	0-20	manual:N1E-115-cells,manual:Swiss-3T3-cells
10	0-22	manual:N1E-115-cells,manual:Swiss-3T3-cells
13	0-36	
14	0-18	go:GO:0016020
15	0-63	taxonomy:12721
16	0-25	
17	0-33	manual:N1E-115-cells
18	0-12	tissuelist:TS-0681,manual:N1E-115-cells
20	0-69	
21	0-25	manual:Swiss-3T3-cells
22	0-26	
23	1-13	
27	0-24	manual:Swiss-3T3-cells
28	5-22	tissuelist:TS-0681,manual:N1E-115-cells,go:GO:0030426
29	0-26	manual:N1E-115-cells
30	9-12	manual:N1E-115-cells,manual:Swiss-3T3-cells
31	3-25	manual:N1E-115-cells,manual:Swiss-3T3-cells
32	4-18	manual:N1E-115-cells,manual:Swiss-3T3-cells
123	4-37	tissuelist:TS-0150
135	1-13	taxonomy:9606
136	3-37	taxonomy:9606
147	0-5	taxonomy:9606
150	4-19	taxonomy:9606
151	0-21	taxonomy:9606
152	0-16	taxonomy:9606
153	0-15	taxonomy:9606
154	1-14	taxonomy:9606
157	0-20	taxonomy:9606
158	0-20	taxonomy:9606
159	0-13	taxonomy:9606
160	2-18	taxonomy:9606
161	0-18	taxonomy:9606
162	0-33	taxonomy:9606
163	0-47	taxonomy:9606
165	0-19	taxonomy:9606
166	0-17	taxonomy:9606
167	0-24	taxonomy:9606
168	11-17	manual:Swiss-3T3-cells
170	4-60	manual:Swiss-3T3-cells
171	0-11	manual:Swiss-3T3-cells
173	0-25	manual:Swiss-3T3-cells
176	0-10	manual:Swiss-3T3-cells
177	2-15	manual:Swiss-3T3-cells
182	5-25	manual:Swiss-3T3-cells
183	0-18	manual:Swiss-3T3-cells
186	0-17	manual:Swiss-3T3-cells
188	0-38	manual:Swiss-3T3-cells
191	0-33	taxonomy:9606,manual:Swiss-3T3-cells
192	2-14	taxonomy:9606,manual:Swiss-3T3-cells
193	0-34	manual:Swiss-3T3-cells
194	1-22	manual:Swiss-3T3-cells
195	4-17	manual:Swiss-3T3-cells
197	0-26	manual:Swiss-3T3-cells
198	2-19	manual:Swiss-3T3-cells
201	0-15	manual:Swiss-3T3-cells
202	0-24	manual:Swiss-3T3-cells
203	0-6	manual:N1E-115-cells
205	15-28	tissuelist:TS-0681,manual:N1E-115-cells
207	0-6	manual:N1E-115-cells
210	0-20	manual:N1E-115-cells
211	0-10	manual:N1E-115-cells,go:GO:0030426
213	0-20	manual:N1E-115-cells,go:GO:0030426
215	0-11	
216	2-26	manual:N1E-115-cells
217	0-23	manual:N1E-115-cells
219	0-20	manual:N1E-115-cells
220	0-12	manual:N1E-115-cells
221	0-15	manual:N1E-115-cells
225	1-27	manual:N1E-115-cells,manual:Swiss-3T3-cells
226	0-17	manual:N1E-115-cells,manual:Swiss-3T3-cells
229	0-19	
230	3-19	manual:N1E-115-cells
235	0-3	manual:Swiss-3T3-cells
236	0-16	manual:Swiss-3T3-cells
238	1-20	manual:Swiss-3T3-cells
240	2-14	
241	3-12	manual:Swiss-3T3-cells
246	0-19	manual:Swiss-3T3-cells
247	0-9	manual:Swiss-3T3-cells
251	1-13	manual:Swiss-3T3-cells
252	0-18	manual:Swiss-3T3-cells
253	0-24	manual:Swiss-3T3-cells
255	1-23	manual:Swiss-3T3-cells
257	0-20	
260	0-13	manual:Swiss-3T3-cells
262	1-21	tissuelist:TS-0681,manual:N1E-115-cells,tissuelist:TS-0095
263	0-11	tissuelist:TS-0681,manual:N1E-115-cells
264	1-16	manual:N1E-115-cells
265	0-10	manual:N1E-115-cells
266	0-16	manual:N1E-115-cells
270	1-8	manual:N1E-115-cells
271	0-31	manual:N1E-115-cells,taxonomy:4932
272	0-24	manual:N1E-115-cells
273	2-30	manual:N1E-115-cells
274	6-34	manual:N1E-115-cells
276	8-31	manual:N1E-115-cells,manual:Swiss-3T3-cells
277	8-26	manual:N1E-115-cells,manual:Swiss-3T3-cells
278	0-20	manual:N1E-115-cells,manual:Swiss-3T3-cells
279	0-17	manual:neuronal
