1	0-16	taxonomy:9606
3	0-4	taxonomy:9606
4	26-30	taxonomy:9606
6	0-24	taxonomy:9606
8	0-9	taxonomy:9606
10	0-27	taxonomy:9606
11	2-20	taxonomy:9606
12	0-15	taxonomy:9606
13	4-20	taxonomy:9606
14	0-19	taxonomy:9606
18	0-26	go:GO:0005886,taxonomy:9606
19	0-30	taxonomy:9606
20	0-18	taxonomy:9606
21	0-24	taxonomy:9606
23	0-14	taxonomy:9606
24	0-31	taxonomy:9606
25	0-26	taxonomy:9606
29	0-12	taxonomy:9606
31	0-24	taxonomy:9606
32	0-34	taxonomy:9606
34	0-26	taxonomy:9606
36	5-13	taxonomy:9606
38	0-27	taxonomy:9606
41	2-32	taxonomy:9606
42	7-21	taxonomy:9606
44	4-25	go:GO:0016020,taxonomy:9606
45	2-33	taxonomy:9606
46	3-15	taxonomy:9606
51	0-8	taxonomy:9606,taxonomy:10090
52	0-24	taxonomy:9606,taxonomy:10090
54	0-22	taxonomy:9606,taxonomy:10090
55	0-9	taxonomy:9606
56	0-15	taxonomy:9606,taxonomy:10090
58	2-7	taxonomy:9606,taxonomy:10090
59	2-40	taxonomy:9606,taxonomy:10090
60	3-16	taxonomy:9606,taxonomy:10090
63	0-32	taxonomy:9606,taxonomy:10090
84	0-28	taxonomy:9606,taxonomy:10090
89	0-21	taxonomy:9606,taxonomy:10090
92	0-14	manual:insect-cells
100	0-16	taxonomy:9606,taxonomy:10090
101	0-13	taxonomy:9606,taxonomy:10090
102	0-30	taxonomy:9606,taxonomy:10090
103	0-23	taxonomy:9606,taxonomy:10090
105	3-11	taxonomy:9606,taxonomy:10090
106	0-5	taxonomy:9606,taxonomy:10090
107	0-9	taxonomy:9606,taxonomy:10090
109	2-29	taxonomy:9606,taxonomy:10090
113	7-16	taxonomy:9606,taxonomy:10090
122	29-40	taxonomy:9606,taxonomy:10090
123	0-19	taxonomy:9606,taxonomy:10090
125	0-13	taxonomy:9606,taxonomy:10090
126	0-13	taxonomy:9606,taxonomy:10090
127	21-44	taxonomy:9606,taxonomy:10090
127	47-61	taxonomy:9606,taxonomy:10090
129	6-42	taxonomy:9606,taxonomy:10090
131	5-12	taxonomy:9606,taxonomy:10090
134	0-31	taxonomy:9606,taxonomy:10090
135	0-16	taxonomy:9606,taxonomy:10090
136	0-18	taxonomy:9606,taxonomy:10090
137	0-34	taxonomy:9606,taxonomy:10090
142	2-9	taxonomy:9606,taxonomy:10090
149	0-10	taxonomy:9606,taxonomy:10090
150	0-17	taxonomy:9606,taxonomy:10090
151	9-15	taxonomy:9606,taxonomy:10090
155	14-21	taxonomy:9606,taxonomy:10090
157	5-17	taxonomy:9606,taxonomy:10090
158	0-18	taxonomy:9606,taxonomy:10090
160	3-36	taxonomy:9606,taxonomy:10090
161	8-21	taxonomy:9606,taxonomy:10090
162	0-16	go:GO:0016020,taxonomy:9606,taxonomy:10090
163	0-33	taxonomy:9606,taxonomy:10090
164	4-23	taxonomy:9606,taxonomy:10090
165	17-34	taxonomy:9606,taxonomy:10090
169	0-35	taxonomy:9606,taxonomy:10090
170	0-20	go:GO:0016020,taxonomy:9606,taxonomy:10090
174	2-17	taxonomy:9606,taxonomy:10090
176	14-21	taxonomy:9606,taxonomy:10090
178	0-9	taxonomy:9606,taxonomy:10090
181	0-23	taxonomy:9606
182	4-36	taxonomy:9606,taxonomy:10090
183	0-17	taxonomy:9606,taxonomy:10090
184	0-22	taxonomy:9606,taxonomy:10090
187	0-10	taxonomy:9606,taxonomy:10090
188	6-30	taxonomy:9606,taxonomy:10090
189	0-34	taxonomy:9606,taxonomy:10090
190	0-23	taxonomy:9606,taxonomy:10090
192	1-31	taxonomy:9606
193	0-20	tissuelist:TS-0591
194	1-39	tissuelist:TS-0591
195	0-11	taxonomy:9031,uaz:CL:2000042
195	16-21	taxonomy:9031,uaz:CL:2000042
196	4-11	go:GO:0016020,taxonomy:9031,uaz:CL:2000042
197	0-43	tissuelist:TS-0591
