10-formyltetrahydrofolate anabolism	GO:0009257		go
10-formyltetrahydrofolate biosynthesis	GO:0009257		go
10-formyltetrahydrofolate biosynthetic process	GO:0009257		go
10-formyltetrahydrofolate breakdown	GO:0009258		go
10-formyltetrahydrofolate catabolic process	GO:0009258		go
10-formyltetrahydrofolate catabolism	GO:0009258		go
10-formyltetrahydrofolate degradation	GO:0009258		go
10-formyltetrahydrofolate formation	GO:0009257		go
10-formyltetrahydrofolate metabolic process	GO:0009256		go
10-formyltetrahydrofolate metabolism	GO:0009256		go
10-formyltetrahydrofolate synthesis	GO:0009257		go
10-formyl-THF biosynthesis	GO:0009257		go
10-formyl-THF biosynthetic process	GO:0009257		go
10-formyl-THF catabolic process	GO:0009258		go
10-formyl-THF catabolism	GO:0009258		go
10-formyl-THF metabolic process	GO:0009256		go
10-formyl-THF metabolism	GO:0009256		go
11-oxo-beta-amyrin anabolism	GO:1902383		go
11-oxo-beta-amyrin biosynthesis	GO:1902383		go
11-oxo-beta-amyrin biosynthetic process	GO:1902383		go
11-oxo-beta-amyrin breakdown	GO:1902382		go
11-oxo-beta-amyrin catabolic process	GO:1902382		go
11-oxo-beta-amyrin catabolism	GO:1902382		go
11-oxo-beta-amyrin degradation	GO:1902382		go
11-oxo-beta-amyrin formation	GO:1902383		go
11-oxo-beta-amyrin metabolic process	GO:1902381		go
11-oxo-beta-amyrin metabolism	GO:1902381		go
11-oxo-beta-amyrin synthesis	GO:1902383		go
1,2,3-tribromopropane metabolic process	GO:0018976		go
1,2,3-tribromopropane metabolism	GO:0018976		go
1,2,4-trichlorobenzene metabolic process	GO:0018911		go
1,2,4-trichlorobenzene metabolism	GO:0018911		go
1,2-diacyl-sn-glycero-3-phosphocholine metabolism	GO:0006653		go
1,2-dichloroethane breakdown	GO:0019260		go
1,2-dichloroethane catabolic process	GO:0019260		go
1,2-dichloroethane catabolism	GO:0019260		go
1,2-dichloroethane degradation	GO:0019260		go
1,2-dichloroethane metabolic process	GO:0018899		go
1,2-dichloroethane metabolism	GO:0018899		go
1,2-dihydroxypropane catabolic process	GO:0051144		go
1,2-dihydroxypropane catabolism	GO:0051144		go
1,2-dihydroxypropane metabolic process	GO:0051143		go
1,2-dihydroxypropane metabolism	GO:0051143		go
1-2nm peptidoglycan-based cell wall biogenesis	GO:0043164		go
1,3-alpha-glucan anabolism	GO:0070596		go
1,3-alpha-glucan biosynthesis	GO:0070596		go
1,3-alpha-glucan biosynthetic process	GO:0070596		go
(1->3)-alpha-glucan biosynthetic process	GO:0070596		go
1,3-alpha-glucan formation	GO:0070596		go
1,3-alpha-glucan metabolic process	GO:0070595		go
(1->3)-alpha-glucan metabolic process	GO:0070595		go
1,3-alpha-glucan metabolism	GO:0070595		go
1,3-alpha-glucan synthesis	GO:0070596		go
1,3-benzenediol metabolic process	GO:0019505		go
1,3-benzenediol metabolism	GO:0019505		go
1,3-beta-D-glucan biosynthetic process	GO:0006075		go
(1->3)-beta-D-glucan biosynthetic process	GO:0006075		go
(1->3)-beta-D-glucan catabolic process	GO:0006076		go
1,3-beta-D-glucan catabolic process	GO:0006076		go
(1->3)-beta-D-glucan metabolic process	GO:0006074		go
1,3-beta-D-glucan metabolism	GO:0006074		go
1,3-beta-glucan anabolism	GO:0006075		go
1,3-beta-glucan biosynthesis	GO:0006075		go
1,3-beta-glucan breakdown	GO:0006076		go
1,3-beta-glucan catabolism	GO:0006076		go
1,3-beta-glucan degradation	GO:0006076		go
1,3-beta-glucan formation	GO:0006075		go
1,3-beta-glucan synthesis	GO:0006075		go
1,3-dichloropropene metabolic process	GO:0018903		go
1,3-dichloropropene metabolism	GO:0018903		go
1,3-dichloropropylene metabolic process	GO:0018903		go
1,3-dichloropropylene metabolism	GO:0018903		go
1,3-dihydroxybenzene metabolic process	GO:0019505		go
1,3-dihydroxybenzene metabolism	GO:0019505		go
13-series resolvin biosynthetic process	GO:0106298		go
(1->4)-alpha-D-glucan anabolism	GO:0070630		go
(1->4)-alpha-D-glucan biosynthesis	GO:0070630		go
(1->4)-alpha-D-glucan formation	GO:0070630		go
1,4-alpha-D-glucan metabolism	GO:0070629		go
(1->4)-alpha-D-glucan metabolism	GO:0070629		go
(1->4)-alpha-D-glucan synthesis	GO:0070630		go
1,4-alpha-glucan anabolism	GO:0070630		go
1,4-alpha-glucan biosynthesis	GO:0070630		go
1,4-alpha-glucan biosynthetic process	GO:0070630		go
(1->4)-alpha-glucan biosynthetic process	GO:0070630		go
1,4-alpha-glucan formation	GO:0070630		go
(1->4)-alpha-glucan metabolic process	GO:0070629		go
1,4-alpha-glucan metabolism	GO:0070629		go
1,4-alpha-glucan synthesis	GO:0070630		go
1,4-dichlorobenzene breakdown	GO:0019261		go
1,4-dichlorobenzene catabolic process	GO:0019261		go
1,4-dichlorobenzene catabolism	GO:0019261		go
1,4-dichlorobenzene degradation	GO:0019261		go
1,4-dichlorobenzene metabolic process	GO:0018912		go
1,4-dichlorobenzene metabolism	GO:0018912		go
14-hydroxydaunomycin transport	GO:1900753		go
14-hydroxydaunorubicine transport	GO:1900753		go
1,5-anhydro-D-fructose anabolism	GO:1901803		go
1,5-anhydro-D-fructose biosynthesis	GO:1901803		go
1,5-anhydro-D-fructose biosynthetic process	GO:1901803		go
1,5-anhydro-D-fructose breakdown	GO:1901802		go
1,5-anhydro-D-fructose catabolic process	GO:1901802		go
1,5-anhydro-D-fructose catabolism	GO:1901802		go
1,5-anhydro-D-fructose degradation	GO:1901802		go
1,5-anhydro-D-fructose formation	GO:1901803		go
1,5-anhydro-D-fructose metabolic process	GO:1901801		go
1,5-anhydro-D-fructose metabolism	GO:1901801		go
1,5-anhydro-D-fructose synthesis	GO:1901803		go
1,6-anhydro-N-acetyl-beta-muramate breakdown	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramate catabolism	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramate degradation	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramate metabolism	GO:0097174		go
1,6-anhydro-N-acetyl-beta-muramic acid breakdown	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramic acid catabolism	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramic acid degradation	GO:0097175		go
1,6-anhydro-N-acetyl-beta-muramic acid metabolism	GO:0097174		go
1,6-anhydro-N-acetylmuramate breakdown	GO:0097175		go
1,6-anhydro-N-acetylmuramate catabolic process	GO:0097175		go
1,6-anhydro-N-acetylmuramate catabolism	GO:0097175		go
1,6-anhydro-N-acetylmuramate degradation	GO:0097175		go
1,6-anhydro-N-acetylmuramic acid breakdown	GO:0097175		go
1,6-anhydro-N-acetylmuramic acid catabolic process	GO:0097175		go
1,6-anhydro-N-acetylmuramic acid catabolism	GO:0097175		go
1,6-anhydro-N-acetylmuramic acid degradation	GO:0097175		go
1,6-anhydro-N-acetylmuramic acid metabolic process	GO:0097174		go
1,6-anhydro-N-acetylmuramic acid metabolism	GO:0097174		go
(1->6)-beta-D-glucan biosynthetic process	GO:0006078		go
1,6-beta-D-glucan breakdown	GO:0006079		go
(1->6)-beta-D-glucan catabolic process	GO:0006079		go
1,6-beta-D-glucan catabolic process	GO:0006079		go
1,6-beta-D-glucan catabolism	GO:0006079		go
1,6-beta-D-glucan degradation	GO:0006079		go
(1->6)-beta-D-glucan metabolic process	GO:0006077		go
1,6-beta-glucan anabolism	GO:0006078		go
1,6-beta-glucan biosynthesis	GO:0006078		go
1,6-beta-glucan biosynthetic process	GO:0006078		go
1,6-beta-glucan formation	GO:0006078		go
1,6-beta-glucan metabolic process	GO:0006077		go
1,6-beta-glucan metabolism	GO:0006077		go
1,6-beta-glucan synthesis	GO:0006078		go
17-methylnonadec-1-ene anabolism	GO:1900883		go
17-methylnonadec-1-ene biosynthesis	GO:1900883		go
17-methylnonadec-1-ene biosynthetic process	GO:1900883		go
17-methylnonadec-1-ene formation	GO:1900883		go
17-methylnonadec-1-ene metabolic process	GO:1900882		go
17-methylnonadec-1-ene metabolism	GO:1900882		go
17-methylnonadec-1-ene synthesis	GO:1900883		go
(17Z)-protosta-17(20),24-dien-3beta-ol anabolism	GO:1900581		go
(17Z)-protosta-17(20),24-dien-3beta-ol breakdown	GO:1900580		go
(17Z)-protosta-17(20),24-dien-3beta-ol catabolism	GO:1900580		go
(17Z)-protosta-17(20),24-dien-3beta-ol degradation	GO:1900580		go
(17Z)-protosta-17(20),24-dien-3beta-ol formation	GO:1900581		go
(17Z)-protosta-17(20),24-dien-3beta-ol metabolism	GO:1900579		go
(17Z)-protosta-17(20),24-dien-3beta-ol synthesis	GO:1900581		go
18-methylnonadec-1-ene anabolism	GO:1900881		go
18-methylnonadec-1-ene biosynthesis	GO:1900881		go
18-methylnonadec-1-ene biosynthetic process	GO:1900881		go
18-methylnonadec-1-ene formation	GO:1900881		go
18-methylnonadec-1-ene metabolic process	GO:1900880		go
18-methylnonadec-1-ene metabolism	GO:1900880		go
18-methylnonadec-1-ene synthesis	GO:1900881		go
1-aminocyclopropane-1-carboxylate anabolism	GO:0042218		go
1-aminocyclopropane-1-carboxylate biosynthesis	GO:0042218		go
1-aminocyclopropane-1-carboxylate breakdown	GO:0042217		go
1-aminocyclopropane-1-carboxylate catabolism	GO:0042217		go
1-aminocyclopropane-1-carboxylate degradation	GO:0042217		go
