15	12-13	manual:NIH-3T3-cells
40	20-20	manual:neurite
70	0-1	manual:COS-7-cells
72	1-2	manual:COS-7-cells
80	0-1	manual:COS-7-cells
95	6-7	manual:COS-7-cells
99	0-1	manual:COS-7-cells
104	0-1	manual:COS-7-cells
135	1-2	manual:COS-7-cells
152	16-17	manual:NIH-3T3-cells
161	27-27	manual:neurite
161	36-36	manual:neurite
162	13-13	manual:neurite
162	30-30	manual:neurite
163	30-30	manual:neurite
206	0-1	manual:COS-7-cells
222	4-5	manual:COS-7-cells
250	11-12	manual:COS-7-cells
257	4-5	manual:COS-7-cells
268	0-1	manual:COS-7-cells
