2	6-7	manual:B-RAF-V600E
6	20-21	manual:B-RAF-V600E
8	11-12	manual:B-RAF-V600E
8	27-27	manual:patients
11	45-46	manual:B-RAF-V600E
15	15-16	manual:B-RAF-V600E
17	10-11	manual:B-RAF-V600E
29	22-23	manual:B-RAF-V600E
31	18-19	manual:B-RAF-V600E
32	22-23	manual:B-RAF-V600E
36	10-11	manual:B-RAF-V600E
37	24-25	manual:B-RAF-V600E
38	23-24	manual:B-RAF-V600E
41	16-17	manual:B-RAF-V600E
43	30-31	manual:B-RAF-V600E
44	23-23	manual:patients
44	27-28	manual:B-RAF-V600E
49	23-24	manual:B-RAF-V600E
52	12-13	manual:B-RAF-V600E
66	9-10	manual:B-RAF-V600E
123	0-1	manual:B-RAF-V600E
