0	0-12	uberon:UBERON:0002405,taxonomy:9606
1	0-22	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
2	0-23	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
3	0-14	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
4	0-11	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
5	0-12	taxonomy:10090,taxonomy:9606
6	0-31	taxonomy:10090,taxonomy:9606
7	0-18	taxonomy:10090,manual:bacterial
8	0-18	uberon:UBERON:0002405,go:GO:0005789,taxonomy:10090,taxonomy:9606
9	0-14	uberon:UBERON:0002405,taxonomy:9606
10	0-20	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
11	0-18	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
12	0-23	go:GO:0005634,taxonomy:10090,taxonomy:9606
13	0-19	uberon:UBERON:0002405,taxonomy:10090,taxonomy:9606
15	6-12	taxonomy:10090,taxonomy:9606
16	0-22	taxonomy:10090,taxonomy:9606
17	0-15	taxonomy:10090,taxonomy:9606
19	0-36	taxonomy:10090,taxonomy:9606
20	0-26	taxonomy:9606
21	0-13	taxonomy:9606
22	0-24	taxonomy:9606
23	0-29	taxonomy:9606
30	0-14	taxonomy:9606
31	0-30	taxonomy:9606
33	0-14	taxonomy:9606
34	0-11	taxonomy:9606
35	0-16	taxonomy:9606
36	0-15	taxonomy:9606
37	3-21	taxonomy:9606
38	0-38	taxonomy:9606
41	0-13	taxonomy:9606
42	0-15	taxonomy:9606
43	2-18	taxonomy:9606
44	0-12	taxonomy:9606
45	3-22	taxonomy:9606
46	0-33	taxonomy:9606
47	9-33	taxonomy:9606
49	0-37	taxonomy:9606
51	0-25	taxonomy:9606
53	0-22	taxonomy:9606
54	0-38	taxonomy:9606
55	0-41	taxonomy:10090,taxonomy:9606
57	0-12	taxonomy:10090
58	4-12	taxonomy:10090
62	4-17	taxonomy:10090
63	3-8	taxonomy:9606
63	13-22	taxonomy:9606
66	0-19	taxonomy:9606
69	0-8	taxonomy:9606
71	0-12	taxonomy:9606,cellosaurus:CVCL_0063
71	14-28	taxonomy:10090,cellosaurus:CVCL_0063
75	3-9	taxonomy:10090
76	2-33	taxonomy:10090
77	0-8	taxonomy:10090,taxonomy:9606
78	0-9	taxonomy:10090,taxonomy:9606
79	0-31	taxonomy:10090,taxonomy:9606
80	8-11	taxonomy:10090
82	0-31	taxonomy:10090,taxonomy:9606
84	2-19	taxonomy:10090,taxonomy:9606
85	7-15	taxonomy:10090,taxonomy:9606
86	0-40	taxonomy:10090,taxonomy:9606
87	5-9	taxonomy:10090,taxonomy:9606
88	2-21	taxonomy:10090,taxonomy:9606
89	0-20	taxonomy:10090,taxonomy:9606
90	13-21	taxonomy:10090,taxonomy:9606
