4	5-5	manual:MCF10A-Ras
5	3-3	manual:MCF10A-Ras
7	21-21	manual:MCF10A-Ras
42	12-12	manual:EBPbeta1
50	14-14	manual:NIH-3T3
54	25-25	manual:rat
56	26-26	manual:NIH-3T3
57	13-13	manual:EBPbeta1
59	26-26	manual:EBPbeta1
60	2-2	manual:MCF10A-Ras
60	16-16	manual:EBPbeta1
62	18-18	manual:EBPbeta1
62	21-21	manual:MCF10A-Ras
72	9-9	manual:MCF10A-Ras
73	5-5	manual:MCF10A-Ras
74	23-23	manual:EBPbeta1
76	6-6	manual:EBPbeta1
76	14-14	manual:MCF10A-Ras
77	4-4	manual:EBPbeta1
78	1-1	manual:MCF10A-C
78	3-4	manual:EBPbeta1-cells
78	9-9	manual:EBPbeta1
78	26-26	manual:MCF10A-Ras-C
78	28-28	manual:EBPbeta1
78	34-34	manual:EBPbeta1
79	7-7	manual:MCF10A-Ras-C
79	9-9	manual:EBPbeta1
81	10-10	manual:MCF10A-C
81	12-12	manual:EBPbeta1
82	5-5	manual:EBPbeta1
82	14-14	manual:MCF10A-Ras
83	2-2	manual:MCF10A-Ras-C
83	4-4	manual:EBPbeta1
85	4-4	manual:MCF10A-Ras
87	0-0	manual:MCF10A-Ras-C
87	2-2	manual:EBPbeta1
88	8-8	manual:MCF10A-Ras-C
88	10-10	manual:EBPbeta1
91	5-5	manual:EBPbeta1
92	4-4	manual:EBPbeta1
92	16-16	manual:MCF10A-Ras-C
92	18-18	manual:EBPbeta1
92	24-24	manual:EBPbeta1
92	28-28	manual:MDA231-C
92	30-30	manual:EBPbeta1
92	32-32	manual:MDA435-C
92	34-34	manual:EBPbeta1
93	18-18	manual:EBPbeta1
93	20-20	manual:MCF10A-Ras
94	7-7	manual:MCF10A-Ras
95	12-12	manual:MCF10A-Ras-C
95	14-14	manual:EBPbeta1
96	11-11	manual:EBPbeta1
100	13-13	manual:EBPbeta1
100	15-15	manual:MCF10A-Ras
101	2-2	manual:MDA231-C
101	4-4	manual:EBPbeta1
101	14-14	manual:EBPbeta1
102	6-6	manual:MCF10A-Ras
104	15-15	manual:MCF10A-Ras
106	23-23	manual:EBPbeta1
106	42-42	manual:EBPbeta1
107	2-2	manual:EBPbeta1
107	18-18	manual:MCF10A-Ras
108	2-2	manual:EBPbeta1
121	11-11	manual:EBPbeta1
121	25-25	manual:EBPbeta1
122	25-25	manual:EBPbeta1
123	3-3	manual:EBPbeta1
131	20-20	manual:EBPbeta1
139	4-5	manual:EBPbeta2-cells
139	15-15	manual:EBPbeta1
140	6-6	manual:EBPbeta1
147	6-6	manual:EBPbeta1
147	12-12	manual:MCF10A-Ras
147	15-15	manual:MCF10A-C
147	17-17	manual:EBPbeta1
147	24-24	manual:EBPbeta1
147	27-27	manual:MCF10A-Ras
147	32-32	manual:EBPbeta1
149	8-8	manual:EBPbeta1
151	4-4	manual:EBPbeta1
151	22-22	manual:EBPbeta1
151	25-25	manual:MCF10A-Ras
152	6-6	manual:MDA435-C
152	8-8	manual:EBPbeta1
152	19-19	manual:EBPbeta1
155	4-4	manual:MCF10A-Ras-C
155	6-6	manual:EBPbeta1
155	23-23	manual:EBPbeta1
161	9-9	manual:MCF10A-Ras
163	4-4	manual:EBPbeta1
170	10-11	manual:WI-38-Ras-cells
185	2-2	manual:EBPbeta1
215	4-4	manual:EBPbeta1
